Number;Unit;Year;Mark
344;DATDA1;2;A
344;ASTRO4;3;A
344;POTIO3;4;A
344;DATDA4;5;A
345;ASTRO1;1;A
345;TRANS4;5;A
345;POTIO1;3;A
345;CHARM1;2;A
345;TRANS2;4;A
345;POTIO4;6;A
345;POTIO5;6;A
345;CHARM3;4;A
345;DATDA5;5;A
345;ASTRO5;5;A
345;TRANS3;5;A
345;DATDA3;5;A
345;DATDA2;2;A
345;POTIO2;6;A
345;HERBO4;5;A
345;CHARM5;5;A
345;HERBO1;1;A
345;HERBO2;1;A
345;HERBO3;3;A
345;CHARM4;5;E
345;TRANS5;5;E
345;ASTRO3;3;A
345;TRANS1;1;A
345;ASTRO2;1;A
345;HERBO5;6;E
345;CHARM2;3;A
345;DATDA1;2;A
345;ASTRO4;6;A
345;POTIO3;4;A
345;DATDA4;6;A
346;ASTRO1;1;A
346;TRANS4;5;A
346;POTIO1;1;A
346;CHARM1;1;A
346;TRANS2;4;A
346;POTIO4;5;E
346;POTIO5;5;A
346;CHARM3;3;A
346;DATDA5;5;E
346;ASTRO5;5;A
346;TRANS3;4;A
346;DATDA3;4;A
346;DATDA2;3;A
346;POTIO2;6;E
346;HERBO4;5;A
346;CHARM5;5;A
346;HERBO1;1;A
346;HERBO2;1;E
346;HERBO3;3;A
346;CHARM4;4;A
346;TRANS5;5;E
346;ASTRO3;4;A
346;TRANS1;1;A
346;ASTRO2;1;E
346;HERBO5;5;E
346;CHARM2;1;A
346;DATDA1;1;A
346;ASTRO4;3;A
346;POTIO3;4;A
346;DATDA4;5;A
347;ASTRO1;1;A
347;TRANS4;5;A
347;POTIO1;2;A
347;CHARM1;2;A
347;TRANS2;6;A
347;POTIO4;6;A
347;POTIO5;5;A
347;CHARM3;4;A
347;DATDA5;4;A
347;ASTRO5;4;A
347;TRANS3;5;A
347;DATDA3;6;A
347;DATDA2;3;A
347;POTIO2;6;A
347;HERBO4;66;A
347;CHARM5;4;A
347;HERBO1;1;A
347;HERBO2;1;A
347;HERBO3;3;A
347;CHARM4;4;A
347;TRANS5;5;A
347;ASTRO3;4;A
347;TRANS1;1;A
347;ASTRO2;1;A
347;HERBO5;6;E
347;CHARM2;3;A
347;DATDA1;2;A
347;ASTRO4;4;A
347;POTIO3;3;A
347;DATDA4;5;A
353;ASTRO1;1;E
353;TRANS4;5;A
353;POTIO1;5;E
353;CHARM1;1;O
353;TRANS2;2;E
353;POTIO4;5;A
353;POTIO5;5;A
353;CHARM3;2;A
353;DATDA5;4;E
353;ASTRO5;5;E
353;TRANS3;5;A
353;DATDA3;2;E
353;DATDA2;4;E
353;POTIO2;6;A
353;HERBO4;5;A
353;CHARM5;5;A
353;HERBO1;1;E
353;HERBO2;1;O
353;HERBO3;6;A
353;CHARM4;2;E
353;TRANS5;5;E
353;ASTRO3;2;A
353;TRANS1;5;A
353;ASTRO2;1;E
353;HERBO5;6;E
353;CHARM2;1;O
353;DATDA1;1;E
353;ASTRO4;2;A
353;POTIO3;2;A
353;DATDA4;5;A
356;ASTRO1;2;A
356;TRANS4;5;A
356;POTIO1;3;A
356;CHARM1;3;A
356;TRANS2;4;E
356;POTIO4;5;E
356;POTIO5;5;A
356;CHARM3;2;A
356;DATDA5;5;A
356;ASTRO5;5;A
356;TRANS3;4;A
356;DATDA3;5;A
356;DATDA2;4;A
356;POTIO2;6;A
356;HERBO4;5;A
356;CHARM5;5;E
356;HERBO1;2;A
356;HERBO2;2;A
356;HERBO3;4;E
356;CHARM4;4;E
356;TRANS5;5;E
356;ASTRO3;4;E
356;TRANS1;2;A
356;ASTRO2;2;O
356;HERBO5;5;O
356;CHARM2;3;A
356;DATDA1;3;E
356;ASTRO4;4;A
356;POTIO3;4;A
356;DATDA4;5;A
361;ASTRO1;1;A
361;TRANS4;5;A
361;POTIO1;4;A
361;CHARM1;1;A
361;TRANS2;3;A
361;POTIO4;6;A
361;POTIO5;5;A
361;CHARM3;3;A
361;DATDA5;5;A
361;ASTRO5;5;A
361;TRANS3;4;A
361;DATDA3;5;A
361;DATDA2;2;A
361;POTIO2;6;E
361;HERBO4;5;A
361;CHARM5;5;A
361;HERBO1;1;A
361;HERBO2;1;A
361;HERBO3;4;A
361;CHARM4;4;E
361;TRANS5;5;A
361;ASTRO3;3;A
361;TRANS1;1;A
361;ASTRO2;2;E
361;HERBO5;6;A
361;CHARM2;2;A
361;DATDA1;1;A
361;ASTRO4;4;A
361;POTIO3;5;A
361;DATDA4;5;A
366;ASTRO1;1;A
366;TRANS4;5;A
366;POTIO1;1;A
366;CHARM1;1;A
366;TRANS2;3;A
366;POTIO4;4;A
366;POTIO5;4;A
366;CHARM3;2;A
366;DATDA5;4;A
366;ASTRO5;4;E
366;TRANS3;3;A
366;DATDA3;6;A
366;DATDA2;3;A
366;POTIO2;6;E
366;HERBO4;4;A
366;CHARM5;5;E
366;HERBO1;1;A
366;HERBO2;1;A
366;HERBO3;4;A
366;CHARM4;2;E
366;TRANS5;5;A
366;ASTRO3;3;A
366;TRANS1;1;A
366;ASTRO2;1;A
366;HERBO5;6;E
366;CHARM2;3;A
366;DATDA1;1;A
366;ASTRO4;3;A
366;POTIO3;3;A
366;DATDA4;5;A
369;ASTRO1;1;A
369;TRANS4;5;A
369;POTIO1;3;A
369;CHARM1;2;A
369;TRANS2;3;A
369;POTIO4;5;A
369;POTIO5;6;A
369;CHARM3;5;A
369;DATDA5;5;E
369;ASTRO5;4;A
369;TRANS3;5;A
369;DATDA3;5;A
369;DATDA2;3;A
369;POTIO2;3;A
369;HERBO4;4;A
369;CHARM5;4;A
369;HERBO1;1;A
369;HERBO2;4;A
369;HERBO3;4;E
369;CHARM4;3;E
369;TRANS5;5;E
369;ASTRO3;3;A
369;TRANS1;2;A
369;ASTRO2;2;A
369;HERBO5;5;O
369;CHARM2;3;A
369;DATDA1;3;A
369;ASTRO4;4;A
369;POTIO3;3;A
369;DATDA4;5;A
371;ASTRO1;2;A
371;TRANS4;6;A
371;POTIO1;3;A
371;CHARM1;2;E
371;TRANS2;3;A
371;POTIO4;5;A
371;POTIO5;5;A
371;CHARM3;4;A
371;DATDA5;4;A
371;ASTRO5;4;E
371;TRANS3;4;A
371;DATDA3;5;A
371;DATDA2;3;E
371;POTIO2;6;A
371;HERBO4;4;A
371;CHARM5;4;A
371;HERBO1;1;A
371;HERBO2;2;A
371;HERBO3;4;A
371;CHARM4;3;E
371;TRANS5;5;E
371;ASTRO3;3;A
371;TRANS1;2;A
371;ASTRO2;2;E
371;HERBO5;5;E
371;CHARM2;3;E
371;DATDA1;3;A
371;ASTRO4;3;A
371;POTIO3;3;A
371;DATDA4;5;A
373;ASTRO1;1;A
373;TRANS4;5;A
373;POTIO1;4;A
373;CHARM1;1;A
373;TRANS2;3;A
373;POTIO4;6;A
373;POTIO5;5;A
373;CHARM3;2;A
373;DATDA5;4;A
373;ASTRO5;4;A
373;TRANS3;3;A
373;DATDA3;5;E
373;DATDA2;1;A
373;POTIO2;2;A
373;HERBO4;4;A
373;CHARM5;5;A
373;HERBO1;1;A
373;HERBO2;3;A
373;HERBO3;2;A
373;CHARM4;2;E
373;TRANS5;4;A
373;ASTRO3;2;A
373;TRANS1;1;E
373;ASTRO2;1;E
373;HERBO5;5;E
373;CHARM2;3;E
373;DATDA1;1;A
373;ASTRO4;2;A
373;POTIO3;2;A
373;DATDA4;4;A
374;ASTRO1;2;A
374;TRANS4;4;A
374;POTIO1;2;A
374;CHARM1;1;A
374;TRANS2;4;A
374;POTIO4;5;A
374;POTIO5;6;A
374;CHARM3;3;A
374;DATDA5;4;A
374;ASTRO5;4;A
374;TRANS3;3;A
374;DATDA3;6;A
374;DATDA2;2;A
374;POTIO2;6;A
374;HERBO4;4;A
374;CHARM5;4;A
374;HERBO1;2;A
374;HERBO2;1;A
374;HERBO3;3;A
374;CHARM4;3;A
374;TRANS5;4;E
374;ASTRO3;3;A
374;TRANS1;2;A
374;ASTRO2;1;A
374;HERBO5;6;A
374;CHARM2;3;A
374;DATDA1;3;A
374;ASTRO4;5;A
374;POTIO3;3;A
374;DATDA4;6;A
377;ASTRO1;1;A
377;TRANS4;4;A
377;POTIO1;1;A
377;CHARM1;1;A
377;TRANS2;6;A
377;POTIO4;5;A
377;POTIO5;4;A
377;CHARM3;2;A
377;DATDA5;5;A
377;ASTRO5;4;E
377;TRANS3;5;A
377;DATDA3;4;A
377;DATDA2;3;A
377;POTIO2;4;A
377;HERBO4;4;A
377;CHARM5;4;A
377;HERBO1;1;E
377;HERBO2;1;A
377;HERBO3;3;A
377;CHARM4;3;E
377;TRANS5;4;A
377;ASTRO3;2;A
377;TRANS1;1;A
377;ASTRO2;1;A
377;HERBO5;5;O
377;CHARM2;3;A
377;DATDA1;3;A
377;ASTRO4;3;A
377;POTIO3;3;A
377;DATDA4;6;A
378;ASTRO1;1;A
378;TRANS4;6;A
378;POTIO1;3;A
378;CHARM1;1;A
378;TRANS2;4;A
378;POTIO4;5;A
378;POTIO5;5;A
378;CHARM3;2;A
378;DATDA5;5;A
378;ASTRO5;5;A
378;TRANS3;5;A
378;DATDA3;4;A
378;DATDA2;3;A
378;POTIO2;6;A
378;HERBO4;4;A
378;CHARM5;5;A
378;HERBO1;1;A
378;HERBO2;1;A
378;HERBO3;3;A
378;CHARM4;5;E
378;TRANS5;5;A
378;ASTRO3;3;A
378;TRANS1;1;A
378;ASTRO2;1;A
378;HERBO5;6;E
378;CHARM2;1;A
378;DATDA1;3;A
378;ASTRO4;2;A
378;POTIO3;4;A
378;DATDA4;5;A
383;ASTRO1;1;A
383;TRANS4;4;A
383;POTIO1;1;A
383;CHARM1;2;A
383;TRANS2;4;A
383;POTIO4;6;A
383;POTIO5;4;A
383;CHARM3;2;A
383;DATDA5;4;A
383;ASTRO5;4;A
383;TRANS3;3;A
383;DATDA3;5;A
383;DATDA2;1;A
383;POTIO2;2;A
383;HERBO4;4;A
383;CHARM5;4;A
383;HERBO1;1;A
383;HERBO2;1;A
383;HERBO3;2;E
383;CHARM4;2;A
383;TRANS5;4;A
383;ASTRO3;2;A
383;TRANS1;1;A
383;ASTRO2;1;E
383;HERBO5;4;A
383;CHARM2;3;A
383;DATDA1;3;A
383;ASTRO4;2;E
383;POTIO3;3;A
383;DATDA4;4;A
384;ASTRO1;1;E
384;TRANS4;5;A
384;POTIO1;1;A
384;CHARM1;1;A
384;TRANS2;4;E
384;POTIO4;6;E
384;POTIO5;5;A
384;CHARM3;4;A
384;DATDA5;4;O
384;ASTRO5;4;A
384;TRANS3;5;A
384;DATDA3;4;A
384;DATDA2;3;A
384;POTIO2;6;A
384;HERBO4;4;A
384;CHARM5;5;A
384;HERBO1;1;E
384;HERBO2;4;E
384;HERBO3;3;A
384;CHARM4;3;A
384;TRANS5;5;E
384;ASTRO3;3;A
384;TRANS1;2;A
384;ASTRO2;1;A
384;HERBO5;6;O
384;CHARM2;3;E
384;DATDA1;1;A
384;ASTRO4;3;A
384;POTIO3;4;A
384;DATDA4;5;A
386;ASTRO1;1;A
386;TRANS4;5;E
386;POTIO1;2;A
386;CHARM1;1;A
386;TRANS2;3;E
386;POTIO4;5;E
386;POTIO5;4;A
386;CHARM3;3;A
386;DATDA5;4;A
386;ASTRO5;4;A
386;TRANS3;5;O
386;DATDA3;4;E
386;DATDA2;3;A
386;POTIO2;6;A
386;HERBO4;4;A
386;CHARM5;4;A
386;HERBO1;2;E
386;HERBO2;1;A
386;HERBO3;3;A
386;CHARM4;3;A
386;TRANS5;4;A
386;ASTRO3;3;A
386;TRANS1;1;A
386;ASTRO2;1;A
386;HERBO5;6;E
386;CHARM2;2;A
386;DATDA1;2;A
386;ASTRO4;3;A
386;POTIO3;3;A
386;DATDA4;4;A
389;ASTRO1;1;A
389;TRANS4;3;A
389;POTIO1;1;A
389;CHARM1;1;O
389;TRANS2;2;A
389;POTIO4;3;A
389;POTIO5;3;A
389;CHARM3;2;A
389;DATDA5;3;A
389;ASTRO5;3;E
389;TRANS3;3;A
389;DATDA3;2;A
389;DATDA2;1;A
389;POTIO2;6;A
389;HERBO4;3;A
389;CHARM5;3;E
389;HERBO1;1;A
389;HERBO2;1;O
389;HERBO3;2;A
389;CHARM4;2;E
389;TRANS5;3;A
389;ASTRO3;2;A
389;TRANS1;1;A
389;ASTRO2;1;A
389;HERBO5;3;E
389;CHARM2;1;E
389;DATDA1;1;A
389;ASTRO4;2;A
389;POTIO3;2;A
389;DATDA4;3;A
390;ASTRO1;1;A
390;TRANS4;4;A
390;POTIO1;4;E
390;CHARM1;1;A
390;TRANS2;2;A
390;POTIO4;3;A
390;POTIO5;3;A
390;CHARM3;2;A
390;DATDA5;3;A
390;ASTRO5;3;E
390;TRANS3;2;A
390;DATDA3;3;A
390;DATDA2;1;A
390;POTIO2;6;A
390;HERBO4;3;A
390;CHARM5;3;A
390;HERBO1;4;A
390;HERBO2;3;E
390;HERBO3;2;A
390;CHARM4;2;E
390;TRANS5;3;E
390;ASTRO3;2;A
390;TRANS1;1;E
390;ASTRO2;1;E
390;HERBO5;5;E
390;CHARM2;2;A
390;DATDA1;1;A
390;ASTRO4;2;A
390;POTIO3;2;A
390;DATDA4;4;A
391;ASTRO1;1;A
391;TRANS4;6;A
391;POTIO1;4;A
391;CHARM1;3;E
391;TRANS2;4;A
391;POTIO4;6;A
391;POTIO5;5;A
391;CHARM3;4;A
391;DATDA5;4;A
391;ASTRO5;4;E
391;TRANS3;5;A
391;DATDA3;5;A
391;DATDA2;3;A
391;POTIO2;3;A
391;HERBO4;4;A
391;CHARM5;4;A
391;HERBO1;1;A
391;HERBO2;1;A
391;HERBO3;5;A
391;CHARM4;4;A
391;TRANS5;5;A
391;ASTRO3;3;A
391;TRANS1;1;A
391;ASTRO2;1;A
391;HERBO5;5;E
391;CHARM2;5;E
391;DATDA1;1;A
391;ASTRO4;2;A
391;POTIO3;3;E
391;DATDA4;6;E
392;ASTRO1;1;A
392;TRANS4;5;A
392;POTIO1;2;A
392;CHARM1;2;A
392;TRANS2;6;A
392;POTIO4;6;A
392;POTIO5;5;A
392;CHARM3;5;A
392;DATDA5;5;A
392;ASTRO5;4;A
392;TRANS3;5;A
392;DATDA3;6;A
392;DATDA2;3;A
392;POTIO2;6;A
392;HERBO4;4;A
392;CHARM5;4;A
392;HERBO1;1;A
392;HERBO2;1;A
392;HERBO3;2;A
392;CHARM4;4;A
392;TRANS5;5;A
392;ASTRO3;3;A
392;TRANS1;1;A
392;ASTRO2;1;A
392;HERBO5;6;E
392;CHARM2;3;A
392;DATDA1;1;A
392;ASTRO4;5;A
392;POTIO3;2;A
392;DATDA4;5;A
393;ASTRO1;1;A
393;TRANS4;6;A
393;POTIO1;66;A
393;CHARM1;1;A
393;TRANS2;4;A
393;POTIO4;6;A
393;POTIO5;4;A
393;CHARM3;2;A
393;DATDA5;6;A
393;ASTRO5;3;A
393;TRANS3;3;A
393;DATDA3;6;A
393;DATDA2;2;A
393;POTIO2;6;A
393;HERBO4;4;A
393;CHARM5;4;A
393;HERBO1;1;A
393;HERBO2;1;A
393;HERBO3;2;A
393;CHARM4;2;E
393;TRANS5;4;A
393;ASTRO3;3;A
393;TRANS1;1;A
393;ASTRO2;1;A
393;HERBO5;4;O
393;CHARM2;2;A
393;DATDA1;2;A
393;ASTRO4;6;A
393;POTIO3;2;A
393;DATDA4;4;A
394;ASTRO1;1;A
394;TRANS4;5;A
394;POTIO1;1;E
394;CHARM1;1;A
394;TRANS2;4;A
394;POTIO4;6;A
394;POTIO5;5;A
394;CHARM3;3;A
394;DATDA5;4;A
394;ASTRO5;4;E
394;TRANS3;3;A
394;DATDA3;4;A
394;DATDA2;2;A
394;POTIO2;6;A
394;HERBO4;4;A
394;CHARM5;4;A
394;HERBO1;1;A
394;HERBO2;1;A
394;HERBO3;3;A
394;CHARM4;3;E
394;TRANS5;5;A
394;ASTRO3;3;A
394;TRANS1;1;A
394;ASTRO2;1;A
394;HERBO5;6;E
394;CHARM2;2;A
394;DATDA1;4;A
394;ASTRO4;2;A
394;POTIO3;3;A
394;DATDA4;6;A
396;ASTRO1;1;A
396;TRANS4;6;E
396;POTIO1;2;A
396;CHARM1;2;A
396;TRANS2;4;A
396;POTIO4;5;A
396;POTIO5;5;A
396;CHARM3;4;A
396;DATDA5;6;O
396;ASTRO5;5;A
396;TRANS3;5;A
396;DATDA3;5;A
396;DATDA2;4;A
396;POTIO2;6;A
396;HERBO4;5;A
396;CHARM5;6;A
396;HERBO1;2;E
396;HERBO2;2;A
396;HERBO3;4;E
396;CHARM4;5;E
396;TRANS5;5;A
396;ASTRO3;4;A
396;TRANS1;3;A
396;ASTRO2;1;A
396;HERBO5;6;E
396;CHARM2;2;A
396;DATDA1;2;A
396;ASTRO4;4;A
396;POTIO3;4;A
396;DATDA4;5;A
398;ASTRO1;1;A
398;TRANS4;5;A
398;POTIO1;5;A
398;CHARM1;1;A
398;TRANS2;3;A
398;POTIO4;4;A
398;POTIO5;4;A
398;CHARM3;3;A
398;DATDA5;4;A
398;ASTRO5;4;A
398;TRANS3;5;A
398;DATDA3;4;A
398;DATDA2;2;A
398;POTIO2;6;A
398;HERBO4;4;A
398;CHARM5;4;A
398;HERBO1;1;A
398;HERBO2;1;A
398;HERBO3;5;A
398;CHARM4;2;A
398;TRANS5;5;E
398;ASTRO3;2;A
398;TRANS1;1;A
398;ASTRO2;1;A
398;HERBO5;5;A
398;CHARM2;3;A
398;DATDA1;2;A
398;ASTRO4;3;A
398;POTIO3;3;A
398;DATDA4;6;A
399;ASTRO1;1;A
399;TRANS4;3;A
399;POTIO1;1;E
399;CHARM1;1;A
399;TRANS2;2;A
399;POTIO4;4;A
399;POTIO5;3;A
399;CHARM3;3;A
399;DATDA5;4;A
399;ASTRO5;4;A
399;TRANS3;2;A
399;DATDA3;4;A
399;DATDA2;2;A
399;POTIO2;6;A
399;HERBO4;3;A
399;CHARM5;4;A
399;HERBO1;1;A
399;HERBO2;1;A
399;HERBO3;2;E
399;CHARM4;2;A
399;TRANS5;3;A
399;ASTRO3;2;A
399;TRANS1;1;A
399;ASTRO2;1;A
399;HERBO5;4;E
399;CHARM2;2;A
399;DATDA1;2;A
399;ASTRO4;2;A
399;POTIO3;5;A
399;DATDA4;4;A
403;ASTRO1;1;A
403;TRANS4;5;A
403;POTIO1;1;A
403;CHARM1;2;A
403;TRANS2;3;A
403;POTIO4;5;A
403;POTIO5;5;A
403;CHARM3;3;A
403;DATDA5;4;A
403;ASTRO5;5;A
403;TRANS3;6;E
403;DATDA3;6;A
403;DATDA2;3;A
403;POTIO2;6;A
403;HERBO4;4;A
403;CHARM5;4;A
403;HERBO1;1;A
403;HERBO2;1;A
403;HERBO3;3;A
403;CHARM4;3;E
403;TRANS5;5;A
403;ASTRO3;3;A
403;TRANS1;3;A
403;ASTRO2;1;A
403;HERBO5;6;A
403;CHARM2;2;A
403;DATDA1;2;A
403;ASTRO4;4;A
403;POTIO3;4;A
403;DATDA4;6;A
404;ASTRO1;3;A
404;TRANS4;6;A
404;POTIO1;4;A
404;CHARM1;1;A
404;TRANS2;6;A
404;POTIO4;5;A
404;POTIO5;5;A
404;CHARM3;2;A
404;DATDA5;4;A
404;ASTRO5;4;A
404;TRANS3;4;A
404;DATDA3;6;A
404;DATDA2;1;A
404;POTIO2;6;A
404;HERBO4;4;A
404;CHARM5;6;A
404;HERBO1;1;A
404;HERBO2;1;A
404;HERBO3;3;A
404;CHARM4;2;A
404;TRANS5;4;A
404;ASTRO3;3;A
404;TRANS1;3;A
404;ASTRO2;1;A
404;HERBO5;5;E
404;CHARM2;1;A
404;DATDA1;3;A
404;ASTRO4;3;A
404;POTIO3;3;A
404;DATDA4;5;A
409;ASTRO1;1;A
409;TRANS4;3;A
409;POTIO1;1;A
409;CHARM1;1;A
409;TRANS2;3;A
409;POTIO4;5;A
409;POTIO5;3;A
409;CHARM3;3;A
409;DATDA5;3;A
409;ASTRO5;3;E
409;TRANS3;3;A
409;DATDA3;2;A
409;DATDA2;1;A
409;POTIO2;6;A
409;HERBO4;3;A
409;CHARM5;3;A
409;HERBO1;1;A
409;HERBO2;1;A
409;HERBO3;3;A
409;CHARM4;2;A
409;TRANS5;4;A
409;ASTRO3;2;A
409;TRANS1;1;A
409;ASTRO2;1;O
409;HERBO5;4;E
409;CHARM2;2;A
409;DATDA1;2;E
409;ASTRO4;2;A
409;POTIO3;2;A
409;DATDA4;5;A
411;ASTRO1;1;A
411;TRANS4;3;A
411;POTIO1;2;A
411;CHARM1;1;A
411;TRANS2;2;E
411;POTIO4;4;A
411;POTIO5;3;A
411;CHARM3;2;A
411;DATDA5;3;E
411;ASTRO5;3;A
411;TRANS3;2;A
411;DATDA3;4;A
411;DATDA2;1;A
411;POTIO2;5;A
411;HERBO4;3;E
411;CHARM5;3;E
411;HERBO1;1;A
411;HERBO2;1;A
411;HERBO3;2;A
411;CHARM4;2;E
411;TRANS5;3;E
411;ASTRO3;2;E
411;TRANS1;1;E
411;ASTRO2;1;E
411;HERBO5;5;O
411;CHARM2;1;A
411;DATDA1;1;A
411;ASTRO4;2;A
411;POTIO3;2;A
411;DATDA4;4;A
412;ASTRO1;1;A
412;TRANS4;3;A
412;POTIO1;1;A
412;CHARM1;1;A
412;TRANS2;4;A
412;POTIO4;4;A
412;POTIO5;4;A
412;CHARM3;2;A
412;DATDA5;3;A
412;ASTRO5;3;E
412;TRANS3;5;A
412;DATDA3;5;A
412;DATDA2;2;A
412;POTIO2;2;A
412;HERBO4;3;A
412;CHARM5;3;A
412;HERBO1;1;A
412;HERBO2;1;A
412;HERBO3;2;A
412;CHARM4;2;A
412;TRANS5;4;A
412;ASTRO3;3;A
412;TRANS1;1;A
412;ASTRO2;1;E
412;HERBO5;4;E
412;CHARM2;2;A
412;DATDA1;2;A
412;ASTRO4;2;A
412;POTIO3;2;A
412;DATDA4;4;A
413;ASTRO1;1;A
413;TRANS4;4;A
413;POTIO1;1;E
413;CHARM1;1;A
413;TRANS2;2;E
413;POTIO4;4;A
413;POTIO5;3;A
413;CHARM3;2;A
413;DATDA5;3;O
413;ASTRO5;3;E
413;TRANS3;2;A
413;DATDA3;2;A
413;DATDA2;1;A
413;POTIO2;5;A
413;HERBO4;3;A
413;CHARM5;3;A
413;HERBO1;1;A
413;HERBO2;1;A
413;HERBO3;2;A
413;CHARM4;2;E
413;TRANS5;4;E
413;ASTRO3;2;A
413;TRANS1;1;E
413;ASTRO2;1;E
413;HERBO5;5;E
413;CHARM2;1;E
413;DATDA1;1;A
413;ASTRO4;4;A
413;POTIO3;6;A
413;DATDA4;6;A
418;ASTRO1;1;A
418;TRANS4;4;A
418;POTIO1;4;A
418;CHARM1;1;E
418;TRANS2;5;E
418;POTIO4;4;E
418;POTIO5;3;A
418;CHARM3;2;A
418;DATDA5;3;A
418;ASTRO5;3;A
418;TRANS3;2;A
418;DATDA3;4;A
418;DATDA2;2;A
418;POTIO2;66;E
418;HERBO4;3;A
418;CHARM5;3;A
418;HERBO1;1;E
418;HERBO2;1;E
418;HERBO3;2;A
418;CHARM4;2;E
418;TRANS5;3;A
418;ASTRO3;2;E
418;TRANS1;1;A
418;ASTRO2;1;A
418;HERBO5;4;O
418;CHARM2;2;A
418;DATDA1;2;A
418;ASTRO4;2;A
418;POTIO3;2;A
418;DATDA4;4;A
420;ASTRO1;1;A
420;TRANS4;3;A
420;POTIO1;1;A
420;CHARM1;1;A
420;TRANS2;2;A
420;POTIO4;4;E
420;POTIO5;4;A
420;CHARM3;2;A
420;DATDA5;3;A
420;ASTRO5;3;A
420;TRANS3;4;A
420;DATDA3;2;A
420;DATDA2;1;A
420;POTIO2;5;A
420;HERBO4;3;A
420;CHARM5;3;A
420;HERBO1;1;A
420;HERBO2;1;A
420;HERBO3;2;A
420;CHARM4;2;A
420;TRANS5;4;E
420;ASTRO3;2;A
420;TRANS1;3;A
420;ASTRO2;1;A
420;HERBO5;4;E
420;CHARM2;2;A
420;DATDA1;1;A
420;ASTRO4;3;A
420;POTIO3;2;A
420;DATDA4;4;A
421;ASTRO1;1;A
421;TRANS4;4;A
421;POTIO1;1;A
421;CHARM1;2;A
421;TRANS2;2;A
421;POTIO4;4;A
421;POTIO5;3;A
421;CHARM3;3;A
421;DATDA5;3;A
421;ASTRO5;3;E
421;TRANS3;4;A
421;DATDA3;3;A
421;DATDA2;1;A
421;POTIO2;5;A
421;HERBO4;3;A
421;CHARM5;3;A
421;HERBO1;1;E
421;HERBO2;1;A
421;HERBO3;2;A
421;CHARM4;2;A
421;TRANS5;3;A
421;ASTRO3;2;A
421;TRANS1;1;A
421;ASTRO2;1;E
421;HERBO5;4;A
421;CHARM2;2;A
421;DATDA1;1;A
421;ASTRO4;2;A
421;POTIO3;2;A
421;DATDA4;4;A
422;ASTRO1;2;E
422;TRANS4;5;A
422;POTIO1;2;E
422;CHARM1;1;A
422;TRANS2;3;A
422;POTIO4;4;A
422;POTIO5;5;A
422;CHARM3;2;A
422;DATDA5;5;A
422;ASTRO5;4;A
422;TRANS3;4;A
422;DATDA3;5;A
422;DATDA2;2;A
422;POTIO2;5;A
422;HERBO4;4;A
422;CHARM5;4;E
422;HERBO1;1;A
422;HERBO2;1;A
422;HERBO3;3;A
422;CHARM4;3;A
422;TRANS5;5;E
422;ASTRO3;3;A
422;TRANS1;2;A
422;ASTRO2;1;E
422;HERBO5;5;E
422;CHARM2;2;A
422;DATDA1;1;A
422;ASTRO4;3;A
422;POTIO3;4;A
422;DATDA4;5;A
425;ASTRO1;4;A
425;TRANS4;3;A
425;POTIO1;4;A
425;CHARM1;1;E
425;TRANS2;2;A
425;POTIO4;3;E
425;POTIO5;3;A
425;CHARM3;2;A
425;DATDA5;3;A
425;ASTRO5;3;E
425;TRANS3;2;A
425;DATDA3;2;A
425;DATDA2;1;A
425;POTIO2;5;A
425;HERBO4;3;A
425;CHARM5;3;A
425;HERBO1;1;E
425;HERBO2;1;A
425;HERBO3;2;A
425;CHARM4;2;E
425;TRANS5;3;A
425;ASTRO3;2;A
425;TRANS1;1;A
425;ASTRO2;1;A
425;HERBO5;4;O
425;CHARM2;1;A
425;DATDA1;1;A
425;ASTRO4;2;E
425;POTIO3;2;A
425;DATDA4;3;A
427;ASTRO1;2;A
427;TRANS4;5;A
427;POTIO1;4;A
427;CHARM1;1;O
427;TRANS2;3;O
427;POTIO4;5;A
427;POTIO5;4;E
427;CHARM3;3;A
427;DATDA5;4;A
427;ASTRO5;4;E
427;TRANS3;3;A
427;DATDA3;2;A
427;DATDA2;1;A
427;POTIO2;5;A
427;HERBO4;4;A
427;CHARM5;5;A
427;HERBO1;1;E
427;HERBO2;1;A
427;HERBO3;3;E
427;CHARM4;3;A
427;TRANS5;4;A
427;ASTRO3;2;A
427;TRANS1;5;O
427;ASTRO2;1;A
427;HERBO5;5;A
427;CHARM2;1;A
427;DATDA1;1;E
427;ASTRO4;3;A
427;POTIO3;3;A
427;DATDA4;5;A
430;ASTRO1;2;A
430;TRANS4;4;A
430;POTIO1;2;A
430;CHARM1;2;A
430;TRANS2;4;A
430;POTIO4;5;E
430;POTIO5;5;A
430;CHARM3;3;A
430;DATDA5;4;A
430;ASTRO5;4;A
430;TRANS3;4;E
430;DATDA3;3;A
430;DATDA2;2;A
430;POTIO2;5;A
430;HERBO4;4;A
430;CHARM5;4;A
430;HERBO1;1;E
430;HERBO2;4;A
430;HERBO3;3;E
430;CHARM4;4;O
430;TRANS5;5;O
430;ASTRO3;3;A
430;TRANS1;1;A
430;ASTRO2;1;A
430;HERBO5;5;O
430;CHARM2;2;E
430;DATDA1;2;E
430;ASTRO4;4;A
430;POTIO3;3;E
430;DATDA4;5;A
434;ASTRO1;2;A
434;TRANS4;3;A
434;POTIO1;4;E
434;CHARM1;1;A
434;TRANS2;2;A
